ISO3,Country,Residence / Facility Type,Service Type,Year,Coverage,Population,Service level
AFG,Afghanistan,total,Environmental cleaning,2004,100,24118978,Insufficient data
AFG,Afghanistan,urban,Environmental cleaning,2004,100,5426770,Insufficient data
AFG,Afghanistan,rural,Environmental cleaning,2004,100,18692208,Insufficient data
AFG,Afghanistan,hospital,Environmental cleaning,2004,100,24118978,Insufficient data
AFG,Afghanistan,non_hospital,Environmental cleaning,2004,100,24118978,Insufficient data
AFG,Afghanistan,government,Environmental cleaning,2004,100,24118978,Insufficient data
AFG,Afghanistan,non_government,Environmental cleaning,2004,100,24118978,Insufficient data
AFG,Afghanistan,total,Hygiene,2004,100,24118978,Insufficient data
AFG,Afghanistan,urban,Hygiene,2004,100,5426770,Insufficient data
AFG,Afghanistan,rural,Hygiene,2004,100,18692208,Insufficient data
AFG,Afghanistan,hospital,Hygiene,2004,100,24118978,Insufficient data
AFG,Afghanistan,non_hospital,Hygiene,2004,100,24118978,Insufficient data
AFG,Afghanistan,government,Hygiene,2004,100,24118978,Insufficient data
AFG,Afghanistan,non_government,Hygiene,2004,100,24118978,Insufficient data
AFG,Afghanistan,total,Sanitation,2004,100,24118978,Insufficient data
AFG,Afghanistan,urban,Sanitation,2004,100,5426770,Insufficient data
AFG,Afghanistan,rural,Sanitation,2004,100,18692208,Insufficient data
AFG,Afghanistan,hospital,Sanitation,2004,100,24118978,Insufficient data
AFG,Afghanistan,non_hospital,Sanitation,2004,100,24118978,Insufficient data
AFG,Afghanistan,government,Sanitation,2004,100,24118978,Insufficient data
AFG,Afghanistan,non_government,Sanitation,2004,100,24118978,Insufficient data
AFG,Afghanistan,total,Water,2004,100,24118978,Insufficient data
AFG,Afghanistan,urban,Water,2004,100,5426770,Insufficient data
AFG,Afghanistan,rural,Water,2004,100,18692208,Insufficient data
AFG,Afghanistan,hospital,Water,2004,100,24118978,Insufficient data
AFG,Afghanistan,non_hospital,Water,2004,100,24118978,Insufficient data
AFG,Afghanistan,government,Water,2004,100,24118978,Insufficient data
AFG,Afghanistan,non_government,Water,2004,100,24118978,Insufficient data
AFG,Afghanistan,total,Health care waste,2004,100,24118978,Insufficient data
AFG,Afghanistan,urban,Health care waste,2004,100,5426770,Insufficient data
AFG,Afghanistan,rural,Health care waste,2004,100,18692208,Insufficient data
AFG,Afghanistan,hospital,Health care waste,2004,100,24118978,Insufficient data
AFG,Afghanistan,non_hospital,Health care waste,2004,100,24118978,Insufficient data
AFG,Afghanistan,government,Health care waste,2004,100,24118978,Insufficient data
AFG,Afghanistan,non_government,Health care waste,2004,100,24118978,Insufficient data
AGO,Angola,total,Environmental cleaning,2004,100,18865716,Insufficient data
AGO,Angola,urban,Environmental cleaning,2004,100,10343506,Insufficient data
AGO,Angola,rural,Environmental cleaning,2004,100,8522210,Insufficient data
AGO,Angola,hospital,Environmental cleaning,2004,100,18865716,Insufficient data
AGO,Angola,non_hospital,Environmental cleaning,2004,100,18865716,Insufficient data
AGO,Angola,government,Environmental cleaning,2004,100,18865716,Insufficient data
AGO,Angola,non_government,Environmental cleaning,2004,100,18865716,Insufficient data
AGO,Angola,total,Hygiene,2004,100,18865716,Insufficient data
AGO,Angola,urban,Hygiene,2004,100,10343506,Insufficient data
AGO,Angola,rural,Hygiene,2004,100,8522210,Insufficient data
AGO,Angola,hospital,Hygiene,2004,100,18865716,Insufficient data
AGO,Angola,non_hospital,Hygiene,2004,100,18865716,Insufficient data
AGO,Angola,government,Hygiene,2004,100,18865716,Insufficient data
AGO,Angola,non_government,Hygiene,2004,100,18865716,Insufficient data
AGO,Angola,total,Sanitation,2004,100,18865716,Insufficient data
AGO,Angola,urban,Sanitation,2004,100,10343506,Insufficient data
AGO,Angola,rural,Sanitation,2004,100,8522210,Insufficient data
AGO,Angola,hospital,Sanitation,2004,100,18865716,Insufficient data
AGO,Angola,non_hospital,Sanitation,2004,100,18865716,Insufficient data
AGO,Angola,government,Sanitation,2004,100,18865716,Insufficient data
AGO,Angola,non_government,Sanitation,2004,100,18865716,Insufficient data
AGO,Angola,total,Water,2004,100,18865716,Insufficient data
AGO,Angola,urban,Water,2004,100,10343506,Insufficient data
AGO,Angola,rural,Water,2004,100,8522210,Insufficient data
AGO,Angola,hospital,Water,2004,100,18865716,Insufficient data
AGO,Angola,non_hospital,Water,2004,100,18865716,Insufficient data
AGO,Angola,government,Water,2004,100,18865716,Insufficient data
AGO,Angola,non_government,Water,2004,100,18865716,Insufficient data
AGO,Angola,total,Health care waste,2004,100,18865716,Insufficient data
AGO,Angola,urban,Health care waste,2004,100,10343506,Insufficient data
AGO,Angola,rural,Health care waste,2004,100,8522210,Insufficient data
AGO,Angola,hospital,Health care waste,2004,100,18865716,Insufficient data
