ISO3,Country,Residence / Facility Type,Service Type,Year,Coverage,Population,Service level
AFG,Afghanistan,total,Water,2011,48.5352,14419128.4272,Basic service
AFG,Afghanistan,rural,Water,2011,48.5352,10966035.32237,Basic service
AFG,Afghanistan,non_hospital,Water,2011,48.5352,14419128.4272,Basic service
AFG,Afghanistan,government,Water,2011,48.5352,14419128.4272,Basic service
AFG,Afghanistan,total,Water,2011,26.3648,7832612.9728,Limited service
AFG,Afghanistan,rural,Water,2011,26.3648,5956858.69363,Limited service
AFG,Afghanistan,non_hospital,Water,2011,26.3648,7832612.9728,Limited service
AFG,Afghanistan,government,Water,2011,26.3648,7832612.9728,Limited service
AFG,Afghanistan,total,Environmental cleaning,2011,100,29708600,Insufficient data
AFG,Afghanistan,urban,Environmental cleaning,2011,100,7114615.5,Insufficient data
AFG,Afghanistan,rural,Environmental cleaning,2011,100,22593984,Insufficient data
AFG,Afghanistan,hospital,Environmental cleaning,2011,100,29708600,Insufficient data
AFG,Afghanistan,non_hospital,Environmental cleaning,2011,100,29708600,Insufficient data
AFG,Afghanistan,government,Environmental cleaning,2011,100,29708600,Insufficient data
AFG,Afghanistan,non_government,Environmental cleaning,2011,100,29708600,Insufficient data
AFG,Afghanistan,total,Hygiene,2011,100,29708600,Insufficient data
AFG,Afghanistan,urban,Hygiene,2011,100,7114615.5,Insufficient data
AFG,Afghanistan,rural,Hygiene,2011,100,22593984,Insufficient data
AFG,Afghanistan,hospital,Hygiene,2011,100,29708600,Insufficient data
AFG,Afghanistan,non_hospital,Hygiene,2011,100,29708600,Insufficient data
AFG,Afghanistan,government,Hygiene,2011,100,29708600,Insufficient data
AFG,Afghanistan,non_government,Hygiene,2011,100,29708600,Insufficient data
AFG,Afghanistan,total,Sanitation,2011,63.05,18731272.3,Insufficient data
AFG,Afghanistan,urban,Sanitation,2011,100,7114615.5,Insufficient data
AFG,Afghanistan,rural,Sanitation,2011,63.05,14245506.912,Insufficient data
AFG,Afghanistan,hospital,Sanitation,2011,100,29708600,Insufficient data
AFG,Afghanistan,non_hospital,Sanitation,2011,63.05,18731272.3,Insufficient data
AFG,Afghanistan,government,Sanitation,2011,63.05,18731272.3,Insufficient data
AFG,Afghanistan,non_government,Sanitation,2011,100,29708600,Insufficient data
AFG,Afghanistan,total,Water,2011,0,0,Insufficient data
AFG,Afghanistan,urban,Water,2011,100,7114615.5,Insufficient data
AFG,Afghanistan,rural,Water,2011,0,0,Insufficient data
AFG,Afghanistan,hospital,Water,2011,100,29708600,Insufficient data
AFG,Afghanistan,non_hospital,Water,2011,0,0,Insufficient data
AFG,Afghanistan,government,Water,2011,0,0,Insufficient data
AFG,Afghanistan,non_government,Water,2011,100,29708600,Insufficient data
AFG,Afghanistan,total,Health care waste,2011,100,29708600,Insufficient data
AFG,Afghanistan,urban,Health care waste,2011,100,7114615.5,Insufficient data
AFG,Afghanistan,rural,Health care waste,2011,100,22593984,Insufficient data
AFG,Afghanistan,hospital,Health care waste,2011,100,29708600,Insufficient data
AFG,Afghanistan,non_hospital,Health care waste,2011,100,29708600,Insufficient data
AFG,Afghanistan,government,Health care waste,2011,100,29708600,Insufficient data
AFG,Afghanistan,non_government,Health care waste,2011,100,29708600,Insufficient data
AFG,Afghanistan,total,Sanitation,2011,36.95,10977327.7,No service
AFG,Afghanistan,rural,Sanitation,2011,36.95,8348477.088,No service
AFG,Afghanistan,non_hospital,Sanitation,2011,36.95,10977327.7,No service
AFG,Afghanistan,government,Sanitation,2011,36.95,10977327.7,No service
AFG,Afghanistan,total,Water,2011,25.1,7456858.6,No service
AFG,Afghanistan,rural,Water,2011,25.1,5671089.984,No service
AFG,Afghanistan,non_hospital,Water,2011,25.1,7456858.6,No service
AFG,Afghanistan,government,Water,2011,25.1,7456858.6,No service
