ISO3,Country,Residence / Facility Type,Service Type,Year,Coverage,Population,Service level
AFG,Afghanistan,total,Water,2012,48.5352,14898829.95922,Basic service
AFG,Afghanistan,rural,Water,2012,48.5352,11299272.18134,Basic service
AFG,Afghanistan,non_hospital,Water,2012,48.5352,14898829.95922,Basic service
AFG,Afghanistan,government,Water,2012,48.5352,14898829.95922,Basic service
AFG,Afghanistan,total,Water,2012,26.3648,8093191.58278,Limited service
AFG,Afghanistan,rural,Water,2012,26.3648,6137876.24666,Limited service
AFG,Afghanistan,non_hospital,Water,2012,26.3648,8093191.58278,Limited service
AFG,Afghanistan,government,Water,2012,26.3648,8093191.58278,Limited service
AFG,Afghanistan,total,Environmental cleaning,2012,100,30696958,Insufficient data
AFG,Afghanistan,urban,Environmental cleaning,2012,100,7416385,Insufficient data
AFG,Afghanistan,rural,Environmental cleaning,2012,100,23280572,Insufficient data
AFG,Afghanistan,hospital,Environmental cleaning,2012,100,30696958,Insufficient data
AFG,Afghanistan,non_hospital,Environmental cleaning,2012,100,30696958,Insufficient data
AFG,Afghanistan,government,Environmental cleaning,2012,100,30696958,Insufficient data
AFG,Afghanistan,non_government,Environmental cleaning,2012,100,30696958,Insufficient data
AFG,Afghanistan,total,Hygiene,2012,100,30696958,Insufficient data
AFG,Afghanistan,urban,Hygiene,2012,100,7416385,Insufficient data
AFG,Afghanistan,rural,Hygiene,2012,100,23280572,Insufficient data
AFG,Afghanistan,hospital,Hygiene,2012,100,30696958,Insufficient data
AFG,Afghanistan,non_hospital,Hygiene,2012,100,30696958,Insufficient data
AFG,Afghanistan,government,Hygiene,2012,100,30696958,Insufficient data
AFG,Afghanistan,non_government,Hygiene,2012,100,30696958,Insufficient data
AFG,Afghanistan,total,Sanitation,2012,63.05,19354432.019,Insufficient data
AFG,Afghanistan,urban,Sanitation,2012,100,7416385,Insufficient data
AFG,Afghanistan,rural,Sanitation,2012,63.05,14678400.646,Insufficient data
AFG,Afghanistan,hospital,Sanitation,2012,100,30696958,Insufficient data
AFG,Afghanistan,non_hospital,Sanitation,2012,63.05,19354432.019,Insufficient data
AFG,Afghanistan,government,Sanitation,2012,63.05,19354432.019,Insufficient data
AFG,Afghanistan,non_government,Sanitation,2012,100,30696958,Insufficient data
AFG,Afghanistan,total,Water,2012,0,0,Insufficient data
AFG,Afghanistan,urban,Water,2012,100,7416385,Insufficient data
AFG,Afghanistan,rural,Water,2012,0,0,Insufficient data
AFG,Afghanistan,hospital,Water,2012,100,30696958,Insufficient data
AFG,Afghanistan,non_hospital,Water,2012,0,0,Insufficient data
AFG,Afghanistan,government,Water,2012,0,0,Insufficient data
AFG,Afghanistan,non_government,Water,2012,100,30696958,Insufficient data
AFG,Afghanistan,total,Health care waste,2012,100,30696958,Insufficient data
AFG,Afghanistan,urban,Health care waste,2012,100,7416385,Insufficient data
AFG,Afghanistan,rural,Health care waste,2012,100,23280572,Insufficient data
AFG,Afghanistan,hospital,Health care waste,2012,100,30696958,Insufficient data
AFG,Afghanistan,non_hospital,Health care waste,2012,100,30696958,Insufficient data
AFG,Afghanistan,government,Health care waste,2012,100,30696958,Insufficient data
AFG,Afghanistan,non_government,Health care waste,2012,100,30696958,Insufficient data
AFG,Afghanistan,total,Sanitation,2012,36.95,11342525.981,No service
AFG,Afghanistan,rural,Sanitation,2012,36.95,8602171.354,No service
AFG,Afghanistan,non_hospital,Sanitation,2012,36.95,11342525.981,No service
AFG,Afghanistan,government,Sanitation,2012,36.95,11342525.981,No service
AFG,Afghanistan,total,Water,2012,25.1,7704936.458,No service
AFG,Afghanistan,rural,Water,2012,25.1,5843423.572,No service
AFG,Afghanistan,non_hospital,Water,2012,25.1,7704936.458,No service
AFG,Afghanistan,government,Water,2012,25.1,7704936.458,No service
AGO,Angola,total,Environmental cleaning,2012,100,25096150,Insufficient data
AGO,Angola,urban,Environmental cleaning,2012,100,15375910,Insufficient data
AGO,Angola,rural,Environmental cleaning,2012,100,9720240,Insufficient data
AGO,Angola,hospital,Environmental cleaning,2012,100,25096150,Insufficient data
AGO,Angola,non_hospital,Environmental cleaning,2012,100,25096150,Insufficient data
AGO,Angola,government,Environmental cleaning,2012,100,25096150,Insufficient data
AGO,Angola,non_government,Environmental cleaning,2012,100,25096150,Insufficient data
AGO,Angola,total,Hygiene,2012,100,25096150,Insufficient data
AGO,Angola,urban,Hygiene,2012,100,15375910,Insufficient data
AGO,Angola,rural,Hygiene,2012,100,9720240,Insufficient data
AGO,Angola,hospital,Hygiene,2012,100,25096150,Insufficient data
AGO,Angola,non_hospital,Hygiene,2012,100,25096150,Insufficient data
AGO,Angola,government,Hygiene,2012,100,25096150,Insufficient data
AGO,Angola,non_government,Hygiene,2012,100,25096150,Insufficient data
AGO,Angola,total,Sanitation,2012,100,25096150,Insufficient data
AGO,Angola,urban,Sanitation,2012,100,15375910,Insufficient data
AGO,Angola,rural,Sanitation,2012,100,9720240,Insufficient data
AGO,Angola,hospital,Sanitation,2012,100,25096150,Insufficient data
AGO,Angola,non_hospital,Sanitation,2012,100,25096150,Insufficient data
AGO,Angola,government,Sanitation,2012,100,25096150,Insufficient data
AGO,Angola,non_government,Sanitation,2012,100,25096150,Insufficient data
AGO,Angola,total,Water,2012,100,25096150,Insufficient data
AGO,Angola,urban,Water,2012,100,15375910,Insufficient data
AGO,Angola,rural,Water,2012,100,9720240,Insufficient data
AGO,Angola,hospital,Water,2012,100,25096150,Insufficient data
AGO,Angola,non_hospital,Water,2012,100,25096150,Insufficient data
AGO,Angola,government,Water,2012,100,25096150,Insufficient data
AGO,Angola,non_government,Water,2012,100,25096150,Insufficient data
AGO,Angola,total,Health care waste,2012,100,25096150,Insufficient data
AGO,Angola,urban,Health care waste,2012,100,15375910,Insufficient data
AGO,Angola,rural,Health care waste,2012,100,9720240,Insufficient data
AGO,Angola,hospital,Health care waste,2012,100,25096150,Insufficient data
AGO,Angola,non_hospital,Health care waste,2012,100,25096150,Insufficient data
AGO,Angola,government,Health care waste,2012,100,25096150,Insufficient data
AGO,Angola,non_government,Health care waste,2012,100,25096150,Insufficient data
AND,Andorra,total,Water,2012,100,82431,Basic service
AND,Andorra,total,Health care waste,2012,100,82431,Basic service
AND,Andorra,total,Water,2012,0,0,Limited service
AND,Andorra,total,Health care waste,2012,0,0,Limited service
AND,Andorra,total,Environmental cleaning,2012,100,82431,Insufficient data
