ISO3,Country,Residence / Facility Type,Service Type,Year,Coverage,Population,Service level
AFG,Afghanistan,total,Water,2006,48.5352,12567437.7444,Basic service
AFG,Afghanistan,rural,Water,2006,48.5352,9688615.06738,Basic service
AFG,Afghanistan,non_hospital,Water,2006,48.5352,12567437.7444,Basic service
AFG,Afghanistan,government,Water,2006,48.5352,12567437.7444,Basic service
AFG,Afghanistan,total,Water,2006,26.3648,6826756.3056,Limited service
AFG,Afghanistan,rural,Water,2006,26.3648,5262951.39462,Limited service
AFG,Afghanistan,non_hospital,Water,2006,26.3648,6826756.3056,Limited service
AFG,Afghanistan,government,Water,2006,26.3648,6826756.3056,Limited service
AFG,Afghanistan,total,Environmental cleaning,2006,100,25893450,Insufficient data
AFG,Afghanistan,urban,Environmental cleaning,2006,100,5931412.5,Insufficient data
AFG,Afghanistan,rural,Environmental cleaning,2006,100,19962038,Insufficient data
AFG,Afghanistan,hospital,Environmental cleaning,2006,100,25893450,Insufficient data
AFG,Afghanistan,non_hospital,Environmental cleaning,2006,100,25893450,Insufficient data
AFG,Afghanistan,government,Environmental cleaning,2006,100,25893450,Insufficient data
AFG,Afghanistan,non_government,Environmental cleaning,2006,100,25893450,Insufficient data
AFG,Afghanistan,total,Hygiene,2006,100,25893450,Insufficient data
AFG,Afghanistan,urban,Hygiene,2006,100,5931412.5,Insufficient data
AFG,Afghanistan,rural,Hygiene,2006,100,19962038,Insufficient data
AFG,Afghanistan,hospital,Hygiene,2006,100,25893450,Insufficient data
AFG,Afghanistan,non_hospital,Hygiene,2006,100,25893450,Insufficient data
AFG,Afghanistan,government,Hygiene,2006,100,25893450,Insufficient data
AFG,Afghanistan,non_government,Hygiene,2006,100,25893450,Insufficient data
AFG,Afghanistan,total,Sanitation,2006,63.05,16325820.225,Insufficient data
AFG,Afghanistan,urban,Sanitation,2006,100,5931412.5,Insufficient data
AFG,Afghanistan,rural,Sanitation,2006,63.05,12586064.959,Insufficient data
AFG,Afghanistan,hospital,Sanitation,2006,100,25893450,Insufficient data
AFG,Afghanistan,non_hospital,Sanitation,2006,63.05,16325820.225,Insufficient data
AFG,Afghanistan,government,Sanitation,2006,63.05,16325820.225,Insufficient data
AFG,Afghanistan,non_government,Sanitation,2006,100,25893450,Insufficient data
AFG,Afghanistan,total,Water,2006,0,0,Insufficient data
AFG,Afghanistan,urban,Water,2006,100,5931412.5,Insufficient data
AFG,Afghanistan,rural,Water,2006,0,0,Insufficient data
AFG,Afghanistan,hospital,Water,2006,100,25893450,Insufficient data
AFG,Afghanistan,non_hospital,Water,2006,0,0,Insufficient data
AFG,Afghanistan,government,Water,2006,0,0,Insufficient data
AFG,Afghanistan,non_government,Water,2006,100,25893450,Insufficient data
AFG,Afghanistan,total,Health care waste,2006,100,25893450,Insufficient data
AFG,Afghanistan,urban,Health care waste,2006,100,5931412.5,Insufficient data
AFG,Afghanistan,rural,Health care waste,2006,100,19962038,Insufficient data
AFG,Afghanistan,hospital,Health care waste,2006,100,25893450,Insufficient data
AFG,Afghanistan,non_hospital,Health care waste,2006,100,25893450,Insufficient data
AFG,Afghanistan,government,Health care waste,2006,100,25893450,Insufficient data
AFG,Afghanistan,non_government,Health care waste,2006,100,25893450,Insufficient data
AFG,Afghanistan,total,Sanitation,2006,36.95,9567629.775,No service
AFG,Afghanistan,rural,Sanitation,2006,36.95,7375973.041,No service
AFG,Afghanistan,non_hospital,Sanitation,2006,36.95,9567629.775,No service
AFG,Afghanistan,government,Sanitation,2006,36.95,9567629.775,No service
AFG,Afghanistan,total,Water,2006,25.1,6499255.95,No service
AFG,Afghanistan,rural,Water,2006,25.1,5010471.538,No service
AFG,Afghanistan,non_hospital,Water,2006,25.1,6499255.95,No service
AFG,Afghanistan,government,Water,2006,25.1,6499255.95,No service
AGO,Angola,total,Environmental cleaning,2006,100,20262398,Insufficient data
AGO,Angola,urban,Environmental cleaning,2006,100,11501748,Insufficient data
AGO,Angola,rural,Environmental cleaning,2006,100,8760650,Insufficient data
AGO,Angola,hospital,Environmental cleaning,2006,100,20262398,Insufficient data
AGO,Angola,non_hospital,Environmental cleaning,2006,100,20262398,Insufficient data
AGO,Angola,government,Environmental cleaning,2006,100,20262398,Insufficient data
AGO,Angola,non_government,Environmental cleaning,2006,100,20262398,Insufficient data
AGO,Angola,total,Hygiene,2006,100,20262398,Insufficient data
AGO,Angola,urban,Hygiene,2006,100,11501748,Insufficient data
AGO,Angola,rural,Hygiene,2006,100,8760650,Insufficient data
AGO,Angola,hospital,Hygiene,2006,100,20262398,Insufficient data
AGO,Angola,non_hospital,Hygiene,2006,100,20262398,Insufficient data
AGO,Angola,government,Hygiene,2006,100,20262398,Insufficient data
AGO,Angola,non_government,Hygiene,2006,100,20262398,Insufficient data
AGO,Angola,total,Sanitation,2006,100,20262398,Insufficient data
AGO,Angola,urban,Sanitation,2006,100,11501748,Insufficient data
AGO,Angola,rural,Sanitation,2006,100,8760650,Insufficient data
AGO,Angola,hospital,Sanitation,2006,100,20262398,Insufficient data
AGO,Angola,non_hospital,Sanitation,2006,100,20262398,Insufficient data
AGO,Angola,government,Sanitation,2006,100,20262398,Insufficient data
AGO,Angola,non_government,Sanitation,2006,100,20262398,Insufficient data
AGO,Angola,total,Water,2006,100,20262398,Insufficient data
AGO,Angola,urban,Water,2006,100,11501748,Insufficient data
AGO,Angola,rural,Water,2006,100,8760650,Insufficient data
AGO,Angola,hospital,Water,2006,100,20262398,Insufficient data
