ISO3,Country,Residence / Facility Type,Service Type,Year,Coverage,Population,Service level
AFG,Afghanistan,total,Water,2005,48.5352,12168161.9509,Basic service
AFG,Afghanistan,rural,Water,2005,48.5352,9405623.78885,Basic service
AFG,Afghanistan,non_hospital,Water,2005,48.5352,12168161.9509,Basic service
AFG,Afghanistan,government,Water,2005,48.5352,12168161.9509,Basic service
AFG,Afghanistan,total,Water,2005,26.3648,6609865.7511,Limited service
AFG,Afghanistan,rural,Water,2005,26.3648,5109227.73715,Limited service
AFG,Afghanistan,non_hospital,Water,2005,26.3648,6609865.7511,Limited service
AFG,Afghanistan,government,Water,2005,26.3648,6609865.7511,Limited service
AFG,Afghanistan,total,Environmental cleaning,2005,100,25070798,Insufficient data
AFG,Afghanistan,urban,Environmental cleaning,2005,100,5691823,Insufficient data
AFG,Afghanistan,rural,Environmental cleaning,2005,100,19378974,Insufficient data
AFG,Afghanistan,hospital,Environmental cleaning,2005,100,25070798,Insufficient data
AFG,Afghanistan,non_hospital,Environmental cleaning,2005,100,25070798,Insufficient data
AFG,Afghanistan,government,Environmental cleaning,2005,100,25070798,Insufficient data
AFG,Afghanistan,non_government,Environmental cleaning,2005,100,25070798,Insufficient data
AFG,Afghanistan,total,Hygiene,2005,100,25070798,Insufficient data
AFG,Afghanistan,urban,Hygiene,2005,100,5691823,Insufficient data
AFG,Afghanistan,rural,Hygiene,2005,100,19378974,Insufficient data
AFG,Afghanistan,hospital,Hygiene,2005,100,25070798,Insufficient data
AFG,Afghanistan,non_hospital,Hygiene,2005,100,25070798,Insufficient data
AFG,Afghanistan,government,Hygiene,2005,100,25070798,Insufficient data
AFG,Afghanistan,non_government,Hygiene,2005,100,25070798,Insufficient data
AFG,Afghanistan,total,Sanitation,2005,63.05,15807138.139,Insufficient data
AFG,Afghanistan,urban,Sanitation,2005,100,5691823,Insufficient data
AFG,Afghanistan,rural,Sanitation,2005,63.05,12218443.107,Insufficient data
