ISO3,Country,Residence / Facility Type,Service Type,Year,Coverage,Population,Service level
AFG,Afghanistan,total,Water,2008,48.5352,13247213.01926,Basic service
AFG,Afghanistan,rural,Water,2008,48.5352,10157963.07053,Basic service
AFG,Afghanistan,non_hospital,Water,2008,48.5352,13247213.01926,Basic service
AFG,Afghanistan,government,Water,2008,48.5352,13247213.01926,Basic service
AFG,Afghanistan,total,Water,2008,26.3648,7196016.94874,Limited service
AFG,Afghanistan,rural,Water,2008,26.3648,5517905.86547,Limited service
AFG,Afghanistan,non_hospital,Water,2008,26.3648,7196016.94874,Limited service
AFG,Afghanistan,government,Water,2008,26.3648,7196016.94874,Limited service
AFG,Afghanistan,total,Environmental cleaning,2008,100,27294032,Insufficient data
AFG,Afghanistan,urban,Environmental cleaning,2008,100,6364968,Insufficient data
AFG,Afghanistan,rural,Environmental cleaning,2008,100,20929064,Insufficient data
AFG,Afghanistan,hospital,Environmental cleaning,2008,100,27294032,Insufficient data
AFG,Afghanistan,non_hospital,Environmental cleaning,2008,100,27294032,Insufficient data
AFG,Afghanistan,government,Environmental cleaning,2008,100,27294032,Insufficient data
AFG,Afghanistan,non_government,Environmental cleaning,2008,100,27294032,Insufficient data
AFG,Afghanistan,total,Hygiene,2008,100,27294032,Insufficient data
AFG,Afghanistan,urban,Hygiene,2008,100,6364968,Insufficient data
AFG,Afghanistan,rural,Hygiene,2008,100,20929064,Insufficient data
AFG,Afghanistan,hospital,Hygiene,2008,100,27294032,Insufficient data
AFG,Afghanistan,non_hospital,Hygiene,2008,100,27294032,Insufficient data
AFG,Afghanistan,government,Hygiene,2008,100,27294032,Insufficient data
AFG,Afghanistan,non_government,Hygiene,2008,100,27294032,Insufficient data
AFG,Afghanistan,total,Sanitation,2008,63.05,17208887.176,Insufficient data
AFG,Afghanistan,urban,Sanitation,2008,100,6364968,Insufficient data
AFG,Afghanistan,rural,Sanitation,2008,63.05,13195774.852,Insufficient data
AFG,Afghanistan,hospital,Sanitation,2008,100,27294032,Insufficient data
AFG,Afghanistan,non_hospital,Sanitation,2008,63.05,17208887.176,Insufficient data
AFG,Afghanistan,government,Sanitation,2008,63.05,17208887.176,Insufficient data
AFG,Afghanistan,non_government,Sanitation,2008,100,27294032,Insufficient data
AFG,Afghanistan,total,Water,2008,0,0,Insufficient data
AFG,Afghanistan,urban,Water,2008,100,6364968,Insufficient data
AFG,Afghanistan,rural,Water,2008,0,0,Insufficient data
AFG,Afghanistan,hospital,Water,2008,100,27294032,Insufficient data
AFG,Afghanistan,non_hospital,Water,2008,0,0,Insufficient data
AFG,Afghanistan,government,Water,2008,0,0,Insufficient data
AFG,Afghanistan,non_government,Water,2008,100,27294032,Insufficient data
AFG,Afghanistan,total,Health care waste,2008,100,27294032,Insufficient data
AFG,Afghanistan,urban,Health care waste,2008,100,6364968,Insufficient data
AFG,Afghanistan,rural,Health care waste,2008,100,20929064,Insufficient data
AFG,Afghanistan,hospital,Health care waste,2008,100,27294032,Insufficient data
AFG,Afghanistan,non_hospital,Health care waste,2008,100,27294032,Insufficient data
AFG,Afghanistan,government,Health care waste,2008,100,27294032,Insufficient data
AFG,Afghanistan,non_government,Health care waste,2008,100,27294032,Insufficient data
AFG,Afghanistan,total,Sanitation,2008,36.95,10085144.824,No service
AFG,Afghanistan,rural,Sanitation,2008,36.95,7733289.148,No service
AFG,Afghanistan,non_hospital,Sanitation,2008,36.95,10085144.824,No service
AFG,Afghanistan,government,Sanitation,2008,36.95,10085144.824,No service
AFG,Afghanistan,total,Water,2008,25.1,6850802.032,No service
AFG,Afghanistan,rural,Water,2008,25.1,5253195.064,No service
AFG,Afghanistan,non_hospital,Water,2008,25.1,6850802.032,No service
AFG,Afghanistan,government,Water,2008,25.1,6850802.032,No service
AGO,Angola,total,Environmental cleaning,2008,100,21759420,Insufficient data
AGO,Angola,urban,Environmental cleaning,2008,100,12681825,Insufficient data
AGO,Angola,rural,Environmental cleaning,2008,100,9077595,Insufficient data
AGO,Angola,hospital,Environmental cleaning,2008,100,21759420,Insufficient data
AGO,Angola,non_hospital,Environmental cleaning,2008,100,21759420,Insufficient data
AGO,Angola,government,Environmental cleaning,2008,100,21759420,Insufficient data
AGO,Angola,non_government,Environmental cleaning,2008,100,21759420,Insufficient data
AGO,Angola,total,Hygiene,2008,100,21759420,Insufficient data
AGO,Angola,urban,Hygiene,2008,100,12681825,Insufficient data
AGO,Angola,rural,Hygiene,2008,100,9077595,Insufficient data
AGO,Angola,hospital,Hygiene,2008,100,21759420,Insufficient data
AGO,Angola,non_hospital,Hygiene,2008,100,21759420,Insufficient data
AGO,Angola,government,Hygiene,2008,100,21759420,Insufficient data
AGO,Angola,non_government,Hygiene,2008,100,21759420,Insufficient data
AGO,Angola,total,Sanitation,2008,100,21759420,Insufficient data
AGO,Angola,urban,Sanitation,2008,100,12681825,Insufficient data
AGO,Angola,rural,Sanitation,2008,100,9077595,Insufficient data
AGO,Angola,hospital,Sanitation,2008,100,21759420,Insufficient data
AGO,Angola,non_hospital,Sanitation,2008,100,21759420,Insufficient data
