ISO3,Country,Residence / Facility Type,Service Type,Year,Coverage,Population,Service level
AFG,Afghanistan,total,Water,2009,48.5352,13591957.57416,Basic service
AFG,Afghanistan,rural,Water,2009,48.5352,10394042.16614,Basic service
AFG,Afghanistan,non_hospital,Water,2009,48.5352,13591957.57416,Basic service
AFG,Afghanistan,government,Water,2009,48.5352,13591957.57416,Basic service
AFG,Afghanistan,total,Water,2009,26.3648,7383285.59584,Limited service
AFG,Afghanistan,rural,Water,2009,26.3648,5646146.36186,Limited service
AFG,Afghanistan,non_hospital,Water,2009,26.3648,7383285.59584,Limited service
AFG,Afghanistan,government,Water,2009,26.3648,7383285.59584,Limited service
AFG,Afghanistan,total,Environmental cleaning,2009,100,28004330,Insufficient data
AFG,Afghanistan,urban,Environmental cleaning,2009,100,6588858.5,Insufficient data
AFG,Afghanistan,rural,Environmental cleaning,2009,100,21415472,Insufficient data
AFG,Afghanistan,hospital,Environmental cleaning,2009,100,28004330,Insufficient data
AFG,Afghanistan,non_hospital,Environmental cleaning,2009,100,28004330,Insufficient data
AFG,Afghanistan,government,Environmental cleaning,2009,100,28004330,Insufficient data
AFG,Afghanistan,non_government,Environmental cleaning,2009,100,28004330,Insufficient data
AFG,Afghanistan,total,Hygiene,2009,100,28004330,Insufficient data
AFG,Afghanistan,urban,Hygiene,2009,100,6588858.5,Insufficient data
AFG,Afghanistan,rural,Hygiene,2009,100,21415472,Insufficient data
AFG,Afghanistan,hospital,Hygiene,2009,100,28004330,Insufficient data
AFG,Afghanistan,non_hospital,Hygiene,2009,100,28004330,Insufficient data
AFG,Afghanistan,government,Hygiene,2009,100,28004330,Insufficient data
AFG,Afghanistan,non_government,Hygiene,2009,100,28004330,Insufficient data
AFG,Afghanistan,total,Sanitation,2009,63.05,17656730.065,Insufficient data
AFG,Afghanistan,urban,Sanitation,2009,100,6588858.5,Insufficient data
AFG,Afghanistan,rural,Sanitation,2009,63.05,13502455.096,Insufficient data
AFG,Afghanistan,hospital,Sanitation,2009,100,28004330,Insufficient data
AFG,Afghanistan,non_hospital,Sanitation,2009,63.05,17656730.065,Insufficient data
AFG,Afghanistan,government,Sanitation,2009,63.05,17656730.065,Insufficient data
AFG,Afghanistan,non_government,Sanitation,2009,100,28004330,Insufficient data
AFG,Afghanistan,total,Water,2009,0,0,Insufficient data
AFG,Afghanistan,urban,Water,2009,100,6588858.5,Insufficient data
AFG,Afghanistan,rural,Water,2009,0,0,Insufficient data
AFG,Afghanistan,hospital,Water,2009,100,28004330,Insufficient data
AFG,Afghanistan,non_hospital,Water,2009,0,0,Insufficient data
AFG,Afghanistan,government,Water,2009,0,0,Insufficient data
AFG,Afghanistan,non_government,Water,2009,100,28004330,Insufficient data
AFG,Afghanistan,total,Health care waste,2009,100,28004330,Insufficient data
AFG,Afghanistan,urban,Health care waste,2009,100,6588858.5,Insufficient data
AFG,Afghanistan,rural,Health care waste,2009,100,21415472,Insufficient data
AFG,Afghanistan,hospital,Health care waste,2009,100,28004330,Insufficient data
AFG,Afghanistan,non_hospital,Health care waste,2009,100,28004330,Insufficient data
AFG,Afghanistan,government,Health care waste,2009,100,28004330,Insufficient data
AFG,Afghanistan,non_government,Health care waste,2009,100,28004330,Insufficient data
AFG,Afghanistan,total,Sanitation,2009,36.95,10347599.935,No service
AFG,Afghanistan,rural,Sanitation,2009,36.95,7913016.904,No service
AFG,Afghanistan,non_hospital,Sanitation,2009,36.95,10347599.935,No service
AFG,Afghanistan,government,Sanitation,2009,36.95,10347599.935,No service
AFG,Afghanistan,total,Water,2009,25.1,7029086.83,No service
AFG,Afghanistan,rural,Water,2009,25.1,5375283.472,No service
AFG,Afghanistan,non_hospital,Water,2009,25.1,7029086.83,No service
AFG,Afghanistan,government,Water,2009,25.1,7029086.83,No service
AGO,Angola,total,Environmental cleaning,2009,100,22549546,Insufficient data
AGO,Angola,urban,Environmental cleaning,2009,100,13311899,Insufficient data
AGO,Angola,rural,Environmental cleaning,2009,100,9237647,Insufficient data
AGO,Angola,hospital,Environmental cleaning,2009,100,22549546,Insufficient data
AGO,Angola,non_hospital,Environmental cleaning,2009,100,22549546,Insufficient data
AGO,Angola,government,Environmental cleaning,2009,100,22549546,Insufficient data
AGO,Angola,non_government,Environmental cleaning,2009,100,22549546,Insufficient data
AGO,Angola,total,Hygiene,2009,100,22549546,Insufficient data
AGO,Angola,urban,Hygiene,2009,100,13311899,Insufficient data
AGO,Angola,rural,Hygiene,2009,100,9237647,Insufficient data
AGO,Angola,hospital,Hygiene,2009,100,22549546,Insufficient data
AGO,Angola,non_hospital,Hygiene,2009,100,22549546,Insufficient data
AGO,Angola,government,Hygiene,2009,100,22549546,Insufficient data
AGO,Angola,non_government,Hygiene,2009,100,22549546,Insufficient data
AGO,Angola,total,Sanitation,2009,100,22549546,Insufficient data
AGO,Angola,urban,Sanitation,2009,100,13311899,Insufficient data
AGO,Angola,rural,Sanitation,2009,100,9237647,Insufficient data
AGO,Angola,hospital,Sanitation,2009,100,22549546,Insufficient data
AGO,Angola,non_hospital,Sanitation,2009,100,22549546,Insufficient data
AGO,Angola,government,Sanitation,2009,100,22549546,Insufficient data
AGO,Angola,non_government,Sanitation,2009,100,22549546,Insufficient data
AGO,Angola,total,Water,2009,100,22549546,Insufficient data
AGO,Angola,urban,Water,2009,100,13311899,Insufficient data
AGO,Angola,rural,Water,2009,100,9237647,Insufficient data
AGO,Angola,hospital,Water,2009,100,22549546,Insufficient data
AGO,Angola,non_hospital,Water,2009,100,22549546,Insufficient data
AGO,Angola,government,Water,2009,100,22549546,Insufficient data
AGO,Angola,non_government,Water,2009,100,22549546,Insufficient data
AGO,Angola,total,Health care waste,2009,100,22549546,Insufficient data
AGO,Angola,urban,Health care waste,2009,100,13311899,Insufficient data
AGO,Angola,rural,Health care waste,2009,100,9237647,Insufficient data
AGO,Angola,hospital,Health care waste,2009,100,22549546,Insufficient data
AGO,Angola,non_hospital,Health care waste,2009,100,22549546,Insufficient data
AGO,Angola,government,Health care waste,2009,100,22549546,Insufficient data
AGO,Angola,non_government,Health care waste,2009,100,22549546,Insufficient data
AND,Andorra,total,Water,2009,100,84462,Basic service
AND,Andorra,total,Health care waste,2009,100,84462,Basic service
AND,Andorra,total,Water,2009,0,0,Limited service
AND,Andorra,total,Health care waste,2009,0,0,Limited service
AND,Andorra,total,Environmental cleaning,2009,100,84462,Insufficient data
AND,Andorra,urban,Environmental cleaning,2009,100,75096.859,Insufficient data
AND,Andorra,rural,Environmental cleaning,2009,100,9365.1445,Insufficient data
AND,Andorra,hospital,Environmental cleaning,2009,100,84462,Insufficient data
AND,Andorra,non_hospital,Environmental cleaning,2009,100,84462,Insufficient data
AND,Andorra,government,Environmental cleaning,2009,100,84462,Insufficient data
AND,Andorra,non_government,Environmental cleaning,2009,100,84462,Insufficient data
AND,Andorra,total,Hygiene,2009,100,84462,Insufficient data
AND,Andorra,urban,Hygiene,2009,100,75096.859,Insufficient data
AND,Andorra,rural,Hygiene,2009,100,9365.1445,Insufficient data
AND,Andorra,hospital,Hygiene,2009,100,84462,Insufficient data
AND,Andorra,non_hospital,Hygiene,2009,100,84462,Insufficient data
AND,Andorra,government,Hygiene,2009,100,84462,Insufficient data
AND,Andorra,non_government,Hygiene,2009,100,84462,Insufficient data
AND,Andorra,total,Sanitation,2009,100,84462,Insufficient data
AND,Andorra,urban,Sanitation,2009,100,75096.859,Insufficient data
AND,Andorra,rural,Sanitation,2009,100,9365.1445,Insufficient data
AND,Andorra,hospital,Sanitation,2009,100,84462,Insufficient data
